date,description,amount,type,source,account,category,merchant
2025-04-06,UPI/DMart/Purchase,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-04-06,UPI/Namma Yatri/Quick Pay,65.58,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-06,UPI/Rapido/Quick Pay,61.61,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-07,SIP - Axis Bluechip Fund,3000.0,debit,SIP,HDFC Savings,Investments,Axis Bluechip Fund
2025-04-07,SIP - Mirae Asset ELSS,2000.0,debit,SIP,HDFC Savings,Investments,Mirae Asset ELSS
2025-04-07,SIP - Parag Parikh Flexi,5000.0,debit,SIP,HDFC Savings,Investments,Parag Parikh Flexi Cap
2025-04-07,UPI/Blinkit/Food Order,354.61,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-04-07,Ajio/Online Purchase,1354.32,debit,Credit Card,HDFC Credit Card,Shopping,Ajio
2025-04-07,UPI/Uber/Quick Pay,71.65,debit,UPI,SBI Savings,Travel,Uber
2025-04-07,UPI/Uber/Order,350.41,debit,UPI,HDFC Savings,Travel,Uber
2025-04-07,UPI/Domino's/Pay,605.78,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-04-08,Nykaa/Online Purchase,727.64,debit,UPI,SBI Savings,Shopping,Nykaa
2025-04-08,UPI/Uber/Ride,645.59,debit,UPI,HDFC Savings,Travel,Uber
2025-04-08,UPI/BMTC/Bus Ticket,32.84,debit,UPI,HDFC Savings,Travel,BMTC
2025-04-08,UPI/BPCL/Fuel,2409.85,debit,UPI,SBI Savings,Fuel,BPCL
2025-04-08,ATM Withdrawal - HDFC Bank,5310.51,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-04-08,UPI/Ola/Order,533.83,debit,UPI,HDFC Savings,Travel,Ola
2025-04-08,UPI/Reliance Fresh/Order,624.47,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-04-08,UPI/Indian Oil/Quick Pay,2323.95,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-04-08,UPI/Dunzo/Quick Pay,407.66,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-04-09,UPI/More Supermarket/Grocery,461.21,debit,UPI,SBI Savings,Groceries,More Supermarket
2025-04-09,Myntra/Online Purchase,2755.78,debit,Credit Card,HDFC Credit Card,Shopping,Myntra
2025-04-09,UPI/Ola/Ride,365.59,debit,UPI,SBI Savings,Travel,Ola
2025-04-09,Subscription/YouTube Premium,189.0,debit,Credit Card,HDFC Credit Card,Entertainment,YouTube Premium
2025-04-09,UPI/Uber/Order,284.16,debit,UPI,HDFC Savings,Travel,Uber
2025-04-09,UPI/Namma Yatri/Order,156.6,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-09,UPI/HP Petrol Pump/Pay,1572.16,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-04-09,UPI/Uber/Pay,73.63,debit,UPI,SBI Savings,Travel,Uber
2025-04-10,Personal Loan EMI - ICICI Bank PL2024,6200.0,debit,EMI,HDFC Savings,EMI,ICICI Bank
2025-04-10,UPI/Namma Yatri/Ride,219.02,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-10,UPI/Ola/Ride,366.44,debit,UPI,SBI Savings,Travel,Ola
2025-04-10,UPI/Uber/Order,407.78,debit,UPI,SBI Savings,Travel,Uber
2025-04-10,UPI/Ola/Pay,33.93,debit,UPI,SBI Savings,Travel,Ola
2025-04-10,UPI/Namma Yatri/Purchase,139.04,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-10,UPI/Spencer's/Purchase,763.75,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-10,UPI/Indian Oil/Order,1624.1,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-04-11,Ajio/Online Purchase,1804.3,debit,UPI,SBI Savings,Shopping,Ajio
2025-04-11,UPI/Pay/Priya K,1179.72,debit,UPI,HDFC Savings,Transfers,Priya K
2025-04-11,UPI/Pay/Pooja N,268.89,debit,UPI,HDFC Savings,Transfers,Pooja N
2025-04-11,UPI/Namma Yatri/Purchase,107.87,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-11,UPI/Domino's/Pay,158.95,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-04-11,UPI/Uber/Order,647.01,debit,UPI,HDFC Savings,Travel,Uber
2025-04-11,UPI/Namma Yatri/Order,77.12,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-11,UPI/Spencer's/Order,462.12,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-11,UPI/HP Petrol Pump/Quick Pay,2898.73,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-04-11,UPI/Namma Yatri/Purchase,144.66,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-11,UPI/HP Petrol Pump/Purchase,2299.46,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-04-11,UPI/Starbucks/Pay,115.36,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-04-11,UPI/Namma Yatri/Purchase,139.1,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-12,UPI/Pay/Vikram M,1104.7,debit,UPI,HDFC Savings,Transfers,Vikram M
2025-04-12,UPI/Rapido/Order,117.06,debit,UPI,SBI Savings,Travel,Rapido
2025-04-12,UPI/HP Petrol Pump/Quick Pay,1528.2,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-04-12,UPI/Swiggy Instamart/Purchase,143.14,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-04-12,UPI/Domino's/Purchase,417.77,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-04-12,UPI/Haldiram's/Order,345.72,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-04-13,UPI/Swiggy/Food Order,522.26,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-04-13,UPI/BMTC/Bus Ticket,19.53,debit,UPI,HDFC Savings,Travel,BMTC
2025-04-13,UPI/Pay/Rahul S,1312.26,debit,UPI,SBI Savings,Transfers,Rahul S
2025-04-13,UPI/Namma Yatri/Pay,133.96,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-13,UPI/Namma Yatri/Purchase,120.5,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-13,UPI/UPI Misc 0/Quick Pay,38.61,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-04-13,UPI/Cafe Coffee Day/Quick Pay,122.73,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-04-13,UPI/Dunzo/Order,239.76,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-04-13,UPI/Uber/Pay,102.13,debit,UPI,HDFC Savings,Travel,Uber
2025-04-14,UPI/McDonald's/Food Order,303.33,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-04-14,UPI/Zomato/Quick Bite,117.22,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-04-14,ATM Withdrawal - HDFC Bank,5612.44,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-04-14,UPI/Reliance Fresh/Order,565.18,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-04-14,UPI/Uber/Purchase,491.2,debit,UPI,HDFC Savings,Travel,Uber
2025-04-14,UPI/BPCL/Purchase,2092.76,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-04-14,UPI/Ola/Purchase,110.06,debit,UPI,SBI Savings,Travel,Ola
2025-04-14,UPI/BPCL/Quick Pay,1519.47,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-04-15,Term Insurance Premium - LIC,14500.0,debit,NEFT,HDFC Savings,Insurance,LIC
2025-04-15,UPI/Swiggy/Quick Bite,168.48,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-04-15,UPI/Uber/Ride,130.19,debit,UPI,SBI Savings,Travel,Uber
2025-04-15,Bill/Airtel Mobile,410.3,debit,UPI,SBI Savings,Utilities,Airtel Mobile
2025-04-15,Credit Card Bill Payment - HDFC CC,21732.76,debit,NEFT,HDFC Savings,Transfers,HDFC Credit Card
2025-04-15,UPI/Received/Vikram M,958.64,credit,UPI,HDFC Savings,Transfers,Vikram M
2025-04-15,UPI/McDonald's/Order,211.86,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-04-15,UPI/Zomato/Order,111.71,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-04-15,UPI/Haldiram's/Pay,224.43,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-04-15,UPI/Uber/Purchase,507.39,debit,UPI,SBI Savings,Travel,Uber
2025-04-15,UPI/BPCL/Order,1876.99,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-04-15,UPI/Domino's/Purchase,157.91,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-04-15,UPI/Namma Yatri/Order,189.13,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-15,UPI/Swiggy Instamart/Purchase,487.43,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-04-15,UPI/Rapido/Quick Pay,183.17,debit,UPI,SBI Savings,Travel,Rapido
2025-04-15,UPI/UPI Misc 4/Pay,140.44,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-04-15,UPI/Uber/Pay,180.01,debit,UPI,SBI Savings,Travel,Uber
2025-04-15,UPI/Ola/Quick Pay,553.36,debit,UPI,SBI Savings,Travel,Ola
2025-04-15,UPI/Ola/Quick Pay,173.38,debit,UPI,SBI Savings,Travel,Ola
2025-04-16,UPI/BMTC/Bus Ticket,56.63,debit,UPI,SBI Savings,Travel,BMTC
2025-04-16,UPI/Uber/Order,134.37,debit,UPI,SBI Savings,Travel,Uber
2025-04-16,UPI/Uber/Order,187.25,debit,UPI,HDFC Savings,Travel,Uber
2025-04-16,UPI/HP Petrol Pump/Order,1401.31,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-04-16,UPI/Indian Oil/Quick Pay,1944.55,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-04-16,UPI/Rapido/Purchase,237.39,debit,UPI,SBI Savings,Travel,Rapido
2025-04-16,UPI/Shell/Quick Pay,1394.7,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-04-16,UPI/Uber/Purchase,92.1,debit,UPI,SBI Savings,Travel,Uber
2025-04-17,UPI/More Supermarket/Grocery,585.03,debit,UPI,HDFC Savings,Groceries,More Supermarket
2025-04-17,UPI/BMTC/Bus Ticket,45.27,debit,UPI,SBI Savings,Travel,BMTC
2025-04-17,UPI/Ola/Order,483.55,debit,UPI,SBI Savings,Travel,Ola
2025-04-17,UPI/UPI Misc 0/Pay,295.74,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-04-17,UPI/Ola/Order,386.14,debit,UPI,SBI Savings,Travel,Ola
2025-04-17,UPI/Namma Yatri/Purchase,109.48,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-17,UPI/Rapido/Pay,76.67,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-17,UPI/UPI Misc 1/Pay,121.36,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-04-17,UPI/Uber/Pay,123.62,debit,UPI,SBI Savings,Travel,Uber
2025-04-18,Manipal Hospital/OPD Visit,1200.0,debit,UPI,SBI Savings,Healthcare,Manipal Hospital
2025-04-18,UPI/Ola/Pay,82.26,debit,UPI,SBI Savings,Travel,Ola
2025-04-18,UPI/UPI Misc 4/Pay,58.01,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-04-18,UPI/Rapido/Order,148.02,debit,UPI,SBI Savings,Travel,Rapido
2025-04-18,UPI/Indian Oil/Quick Pay,1059.25,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-04-18,UPI/Namma Yatri/Pay,156.94,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-19,Bill/Jio Broadband,921.68,debit,UPI,HDFC Savings,Utilities,Jio Broadband
2025-04-19,Apollo Pharmacy/Prescription,620.0,debit,UPI,HDFC Savings,Healthcare,Apollo Pharmacy
2025-04-19,UPI/Reliance Fresh/Pay,569.91,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-04-19,UPI/Domino's/Quick Pay,78.36,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-04-20,Health Insurance - Star Health Annual,12800.0,debit,NEFT,HDFC Savings,Insurance,Star Health
2025-04-20,Subscription/Spotify,119.0,debit,Credit Card,HDFC Credit Card,Entertainment,Spotify
2025-04-20,UPI/Pay/Priya K,271.66,debit,UPI,HDFC Savings,Transfers,Priya K
2025-04-20,UPI/Subway/Pay,401.27,debit,UPI,SBI Savings,Food & Dining,Subway
2025-04-20,UPI/Rapido/Pay,73.78,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-20,UPI/UPI Misc 2/Pay,140.7,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-04-20,UPI/Domino's/Purchase,287.45,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-04-20,UPI/Ola/Pay,155.85,debit,UPI,SBI Savings,Travel,Ola
2025-04-21,UPI/Haldiram's/Food Order,396.04,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-04-21,UPI/Swiggy/Quick Bite,198.89,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-04-21,Nykaa/Online Purchase,1000.07,debit,UPI,HDFC Savings,Shopping,Nykaa
2025-04-21,UPI/Namma Yatri/Ride,166.09,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-21,UPI/Uber/Ride,427.06,debit,UPI,HDFC Savings,Travel,Uber
2025-04-21,UPI/HP Petrol Pump/Fuel,791.49,debit,UPI,HDFC Savings,Fuel,HP Petrol Pump
2025-04-21,UPI/Pay/Ankit J,215.34,debit,UPI,HDFC Savings,Transfers,Ankit J
2025-04-21,UPI/Received/Sneha R,675.36,credit,UPI,SBI Savings,Transfers,Sneha R
2025-04-21,UPI/Ola/Purchase,212.6,debit,UPI,HDFC Savings,Travel,Ola
2025-04-21,UPI/Spencer's/Pay,636.65,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-21,UPI/Namma Yatri/Order,94.76,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-21,UPI/UPI Misc 0/Pay,106.68,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 0
2025-04-21,UPI/McDonald's/Pay,371.25,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-04-21,UPI/Domino's/Quick Pay,47.38,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-04-22,UPI/Uber/Ride,575.54,debit,UPI,SBI Savings,Travel,Uber
2025-04-22,UPI/Ola/Quick Pay,579.84,debit,UPI,SBI Savings,Travel,Ola
2025-04-22,UPI/DMart/Pay,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-04-22,UPI/Uber/Pay,130.91,debit,UPI,SBI Savings,Travel,Uber
2025-04-22,UPI/McDonald's/Pay,303.58,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-04-22,UPI/Uber/Pay,72.57,debit,UPI,HDFC Savings,Travel,Uber
2025-04-23,UPI/Spencer's/Pay,328.06,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-23,UPI/Spencer's/Purchase,658.33,debit,UPI,SBI Savings,Groceries,Spencer's
2025-04-23,UPI/Swiggy Instamart/Order,322.57,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-04-23,UPI/Zomato/Order,644.22,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-04-24,UPI/Big Basket/Grocery,2466.07,debit,UPI,SBI Savings,Groceries,Big Basket
2025-04-24,Tata Cliq/Online Purchase,1325.36,debit,Credit Card,HDFC Credit Card,Shopping,Tata Cliq
2025-04-24,ATM Withdrawal - HDFC Bank,8923.94,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-04-24,UPI/EasyPark/Parking Fee,82.52,debit,UPI,SBI Savings,Miscellaneous,EasyPark
2025-04-24,Mobile Recharge/Jio,300.76,debit,UPI,SBI Savings,Utilities,Jio
2025-04-24,UPI/Starbucks/Purchase,167.84,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-04-24,UPI/Ola/Pay,304.71,debit,UPI,HDFC Savings,Travel,Ola
2025-04-24,UPI/Spencer's/Order,798.89,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-24,UPI/Dunzo/Quick Pay,308.93,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-04-24,UPI/Uber/Quick Pay,220.06,debit,UPI,HDFC Savings,Travel,Uber
2025-04-25,UPI/Pay/Priya K,960.53,debit,UPI,SBI Savings,Transfers,Priya K
2025-04-25,UPI/Pay/Ankit J,890.23,debit,UPI,SBI Savings,Transfers,Ankit J
2025-04-25,UPI/Namma Yatri/Purchase,64.37,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-25,UPI/Ola/Pay,178.58,debit,UPI,SBI Savings,Travel,Ola
2025-04-25,UPI/Namma Yatri/Pay,174.5,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-25,UPI/Reliance Fresh/Pay,528.3,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-04-25,UPI/UPI Misc 1/Purchase,177.78,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-04-25,UPI/Rapido/Purchase,154.92,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-25,UPI/BPCL/Quick Pay,2710.61,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-04-25,UPI/Namma Yatri/Quick Pay,30.75,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-25,UPI/Spencer's/Quick Pay,520.69,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-26,UPI/Blinkit/Food Order,510.14,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-04-26,UPI/Starbucks/Purchase,279.99,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-04-26,UPI/Blinkit/Purchase,40.85,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-04-26,UPI/Big Basket/Quick Pay,562.47,debit,UPI,SBI Savings,Groceries,Big Basket
2025-04-26,UPI/Ola/Order,39.44,debit,UPI,HDFC Savings,Travel,Ola
2025-04-27,UPI/BMTC/Bus Ticket,34.12,debit,UPI,SBI Savings,Travel,BMTC
2025-04-27,BWSSB/Water Bill,396.8,debit,UPI,SBI Savings,Utilities,BWSSB
2025-04-27,UPI/HP Petrol Pump/Pay,3301.77,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-04-27,UPI/Rapido/Order,146.92,debit,UPI,SBI Savings,Travel,Rapido
2025-04-27,UPI/Zomato/Purchase,159.22,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-04-27,UPI/BPCL/Pay,2138.07,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-04-27,UPI/Rapido/Pay,71.77,debit,UPI,SBI Savings,Travel,Rapido
2025-04-27,UPI/Swiggy/Quick Pay,167.53,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-04-27,UPI/Indian Oil/Quick Pay,1582.78,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-04-27,UPI/Ola/Quick Pay,177.88,debit,UPI,SBI Savings,Travel,Ola
2025-04-27,UPI/Uber/Order,40.07,debit,UPI,SBI Savings,Travel,Uber
2025-04-27,UPI/Haldiram's/Purchase,174.24,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-04-27,UPI/Domino's/Order,159.63,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-04-28,UPI/Uber/Ride,171.67,debit,UPI,SBI Savings,Travel,Uber
2025-04-28,UPI/Uber/Pay,587.47,debit,UPI,HDFC Savings,Travel,Uber
2025-04-28,UPI/Rapido/Quick Pay,166.55,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-28,UPI/Spencer's/Pay,528.88,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-28,UPI/Indian Oil/Order,1916.01,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-04-29,UPI/Namma Yatri/Ride,227.58,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-04-29,Bill/BESCOM,1598.81,debit,UPI,SBI Savings,Utilities,BESCOM
2025-04-29,Bill/Piped Gas (IGL),515.95,debit,UPI,HDFC Savings,Utilities,Piped Gas (IGL)
2025-04-29,Subscription/Netflix,649.0,debit,Credit Card,HDFC Credit Card,Entertainment,Netflix
2025-04-29,UPI/HP Petrol Pump/Order,1764.56,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-04-29,UPI/Cafe Coffee Day/Order,295.59,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-04-29,UPI/McDonald's/Purchase,410.81,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-04-30,UPI/Swiggy/Quick Bite,159.82,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-04-30,Ajio/Online Purchase,1226.84,debit,UPI,HDFC Savings,Shopping,Ajio
2025-04-30,UPI/Ola/Pay,35.16,debit,UPI,SBI Savings,Travel,Ola
2025-04-30,UPI/Rapido/Purchase,122.02,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-30,UPI/Reliance Fresh/Purchase,603.05,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-01,Rent Payment - Prestige Residency,22000.0,debit,NEFT,HDFC Savings,Rent,Prestige Residency
2025-05-01,Myntra/Online Purchase,2746.82,debit,UPI,SBI Savings,Shopping,Myntra
2025-05-01,BookMyShow/Movie Tickets,526.15,debit,Credit Card,HDFC Credit Card,Entertainment,BookMyShow
2025-05-01,UPI/Ola/Pay,576.32,debit,UPI,HDFC Savings,Travel,Ola
2025-05-01,UPI/McDonald's/Order,447.6,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-05-01,UPI/Ola/Purchase,132.09,debit,UPI,SBI Savings,Travel,Ola
2025-05-02,Salary Credit - TechCorp Solutions Pvt Ltd,200000.0,credit,NEFT,HDFC Savings,Salary,TechCorp Solutions
2025-05-02,UPI/Swiggy/Food Order,454.56,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-05-02,UPI/Dunzo/Quick Bite,138.48,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-05-02,UPI/Shell/Fuel,2280.76,debit,UPI,HDFC Savings,Fuel,Shell
2025-05-02,UPI/Uber/Pay,452.53,debit,UPI,HDFC Savings,Travel,Uber
2025-05-02,UPI/UPI Misc 2/Pay,279.48,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-05-02,UPI/Namma Yatri/Purchase,186.2,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-02,UPI/Ola/Purchase,53.72,debit,UPI,HDFC Savings,Travel,Ola
2025-05-02,UPI/UPI Misc 4/Pay,154.44,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-05-02,UPI/Shell/Purchase,1636.44,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-02,UPI/Shell/Order,754.34,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-02,UPI/Indian Oil/Purchase,862.6,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-05-03,UPI/Pay/Vikram M,984.77,debit,UPI,HDFC Savings,Transfers,Vikram M
2025-05-03,UPI/Pay/Pooja N,781.6,debit,UPI,HDFC Savings,Transfers,Pooja N
2025-05-03,UPI/KFC/Pay,409.93,debit,UPI,SBI Savings,Food & Dining,KFC
2025-05-03,UPI/Zomato/Order,125.2,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-04,UPI/Domino's/Food Order,673.72,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-05-04,Bill/Piped Gas (IGL),742.37,debit,UPI,SBI Savings,Utilities,Piped Gas (IGL)
2025-05-04,Subscription/Amazon Prime,179.0,debit,Credit Card,HDFC Credit Card,Entertainment,Amazon Prime
2025-05-04,ATM Withdrawal - HDFC Bank,4500.39,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-05-04,UPI/Cafe Coffee Day/Quick Pay,82.16,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-05-04,UPI/Rapido/Order,181.61,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-04,UPI/Ola/Order,170.3,debit,UPI,SBI Savings,Travel,Ola
2025-05-04,UPI/Ola/Quick Pay,137.14,debit,UPI,SBI Savings,Travel,Ola
2025-05-04,UPI/Swiggy/Quick Pay,420.01,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-05-04,UPI/Rapido/Order,133.74,debit,UPI,SBI Savings,Travel,Rapido
2025-05-04,UPI/UPI Misc 4/Pay,269.6,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-05-05,Home Loan EMI - HDFC Bank HL2023,18450.0,debit,EMI,HDFC Savings,EMI,HDFC Bank
2025-05-05,UPI/More Supermarket/Grocery,706.94,debit,UPI,SBI Savings,Groceries,More Supermarket
2025-05-05,UPI/Reliance Fresh/Purchase,499.0,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-05,UPI/Indian Oil/Purchase,3460.65,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-05-05,UPI/Domino's/Order,36.9,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-05-05,UPI/Rapido/Pay,107.05,debit,UPI,SBI Savings,Travel,Rapido
2025-05-05,UPI/Swiggy Instamart/Quick Pay,858.2,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-05-06,UPI/Swiggy/Food Order,358.12,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-05-06,Tata Cliq/Online Purchase,3265.53,debit,Credit Card,HDFC Credit Card,Shopping,Tata Cliq
2025-05-06,Subscription/Spotify,119.0,debit,Credit Card,HDFC Credit Card,Entertainment,Spotify
2025-05-06,UPI/Subway/Purchase,430.8,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-05-06,UPI/Reliance Fresh/Quick Pay,629.92,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-06,UPI/Rapido/Pay,172.81,debit,UPI,SBI Savings,Travel,Rapido
2025-05-06,UPI/Haldiram's/Purchase,62.86,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-05-07,SIP - Axis Bluechip Fund,3000.0,debit,SIP,HDFC Savings,Investments,Axis Bluechip Fund
2025-05-07,SIP - Mirae Asset ELSS,2000.0,debit,SIP,HDFC Savings,Investments,Mirae Asset ELSS
2025-05-07,SIP - Parag Parikh Flexi,5000.0,debit,SIP,HDFC Savings,Investments,Parag Parikh Flexi Cap
2025-05-07,UPI/Swiggy Instamart/Food Order,478.02,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-05-07,UPI/Swiggy Instamart/Quick Bite,146.49,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-05-07,UPI/HP Petrol Pump/Fuel,896.48,debit,UPI,SBI Savings,Fuel,HP Petrol Pump
2025-05-07,UPI/Uber/Quick Pay,155.56,debit,UPI,HDFC Savings,Travel,Uber
2025-05-07,UPI/UPI Misc 2/Order,30.73,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-05-07,UPI/Reliance Fresh/Purchase,608.19,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-05-07,UPI/Rapido/Pay,74.76,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-07,UPI/Indian Oil/Order,1766.18,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
